Jenis_Rumah,Lokasi,KT,KM,Garasi,LT,LB,KPR_bulanan,Harga_New
Rumah,"Tembalang, Semarang",2,1,1,60,30,1.0,0.3
Rumah,"Semarang Timur, Semarang",2,1,1,65,30,1.0,0.3
Rumah,"Gunung Pati, Semarang",2,1,1,120,32,1.0,0.3
Rumah,"Genuk, Semarang",2,1,1,60,36,1.0,0.3
Rumah,"Tembalang, Semarang",2,1,1,72,36,1.0,0.3
Rumah,"Pedurungan, Semarang",2,1,1,84,36,1.0,0.3
Rumah,"Mijen, Semarang",2,1,1,120,36,1.0,0.3
Rumah,"Gunung Pati, Semarang",2,1,1,120,36,1.0,0.3
Rumah,"Semarang Barat, Semarang",2,1,1,126,36,1.0,0.3
Rumah,"Banyumanik, Semarang",2,1,1,91,38,1.0,0.3
Rumah,"Tembalang, Semarang",2,1,1,60,40,1.0,0.3
Rumah,"Tembalang, Semarang",2,1,1,72,45,1.0,0.3
Rumah,"Gunung Pati, Semarang",2,1,2,122,45,1.0,0.3
Rumah,"Gunung Pati, Semarang",2,1,1,122,45,1.0,0.3
Rumah,"Semarang Tengah, Semarang",2,2,1,55,60,1.0,0.3
Rumah,"Genuk, Semarang",2,1,1,72,60,1.0,0.3
Rumah,"Genuk, Semarang",2,2,1,72,60,1.0,0.3
Rumah,"Mijen, Semarang",2,1,1,120,60,1.0,0.3
Rumah,"Semarang Timur, Semarang",2,1,1,66,66,1.0,0.3
Rumah,"Tembalang, Semarang",2,1,1,65,70,1.0,0.3
Rumah,"Genuk, Semarang",2,1,1,72,72,1.0,0.3
Rumah,"Ngaliyan, Semarang",2,1,1,72,72,1.0,0.3
Rumah,"Mijen, Semarang",2,1,1,72,72,1.0,0.3
Rumah,"Genuk, Semarang",2,1,1,98,72,1.0,0.3
Rumah,"Mijen, Semarang",3,1,1,121,72,1.0,0.3
Rumah,"Gunung Pati, Semarang",3,1,1,74,74,1.0,0.3
Rumah,"Mijen, Semarang",2,2,1,96,80,1.0,0.3
Rumah,"Pedurungan, Semarang",2,1,1,82,82,1.0,0.3
Rumah,"Tugu, Semarang",4,2,1,88,88,1.0,0.3
Rumah,"Ngaliyan, Semarang",2,1,1,89,89,1.0,0.3
Rumah,"Pedurungan, Semarang",3,2,1,60,100,1.0,0.3
Rumah,"Gayamsari, Semarang",4,1,1,110,110,1.0,0.3
Rumah,"Ngaliyan, Semarang",3,1,1,112,112,1.0,0.3
Rumah,"Gunung Pati, Semarang",2,1,1,32,120,1.0,0.3
Rumah,"Tembalang, Semarang",2,1,1,72,36,1.0,0.31
Rumah,"Semarang Timur, Semarang",2,1,1,73,45,1.0,0.31
Rumah,"Genuk, Semarang",2,1,1,76,76,1.0,0.31
Rumah,"Pedurungan, Semarang",2,1,1,66,36,1.0,0.315
Rumah,"Pedurungan, Semarang",2,1,1,66,39,1.0,0.315
Rumah,"Pedurungan, Semarang",2,1,1,70,45,1.0,0.315
Rumah,"Gunung Pati, Semarang",2,1,1,72,30,1.0,0.32
Rumah,"Semarang Barat, Semarang",2,1,1,72,30,1.0,0.32
Rumah,"Gunung Pati, Semarang",2,1,1,120,36,1.0,0.32
Rumah,"Semarang Timur, Semarang",3,2,1,60,44,1.0,0.32
Rumah,"Banyumanik, Semarang",2,1,1,67,50,1.0,0.32
Rumah,"Semarang Barat, Semarang",2,1,1,65,65,1.0,0.32
Rumah,"Pedurungan, Semarang",2,1,1,84,84,1.0,0.32
Rumah,"Semarang Tengah, Semarang",3,1,1,100,90,1.0,0.32
Rumah,"Mijen, Semarang",2,1,1,60,106,1.0,0.32
Rumah,"Mijen, Semarang",2,1,1,60,108,1.0,0.32
Rumah,"Gunung Pati, Semarang",2,1,1,120,32,1.0,0.325
Rumah,"Gajah Mungkur, Semarang",2,1,1,120,32,1.0,0.325
Rumah,"Pedurungan, Semarang",2,1,1,60,36,1.0,0.325
Rumah,"Semarang Timur, Semarang",2,1,1,60,36,1.0,0.325
Rumah,"Semarang Timur, Semarang",2,1,1,66,36,1.0,0.325
Rumah,"Genuk, Semarang",2,1,1,70,36,1.0,0.325
Rumah,"Mijen, Semarang",2,1,1,120,36,1.0,0.325
Rumah,"Pedurungan, Semarang",2,1,1,69,40,1.0,0.325
Rumah,"Genuk, Semarang",2,1,1,70,40,1.0,0.325
Rumah,"Pedurungan, Semarang",2,1,1,78,45,1.0,0.325
Rumah,"Banyumanik, Semarang",2,1,1,66,46,1.0,0.325
Rumah,"Mijen, Semarang",2,1,1,72,54,1.0,0.325
Rumah,"Semarang Timur, Semarang",3,1,1,83,65,1.0,0.325
Rumah,"Pedurungan, Semarang",2,1,1,77,70,1.0,0.325
Rumah,"Semarang Timur, Semarang",3,2,1,123,70,1.0,0.325
Rumah,"Gayamsari, Semarang",2,1,1,72,72,1.0,0.325
Rumah,"Semarang Timur, Semarang",5,5,1,79,79,1.0,0.325
Rumah,"Pedurungan, Semarang",2,1,1,90,90,1.0,0.325
Rumah,"Genuk, Semarang",2,1,1,71,36,1.0,0.326
Rumah,"Tembalang, Semarang",2,1,1,60,36,1.0,0.329
Rumah,"Mijen, Semarang",2,1,1,72,36,1.0,0.33
Rumah,"Gunung Pati, Semarang",2,1,1,120,36,1.0,0.33
Rumah,"Pedurungan, Semarang",2,1,1,72,45,1.0,0.33
Rumah,"Semarang Barat, Semarang",2,1,1,120,45,1.0,0.33
Rumah,"Semarang Timur, Semarang",2,1,1,82,52,1.0,0.33
Rumah,"Genuk, Semarang",3,2,1,69,100,1.0,0.33
Rumah,"Genuk, Semarang",3,1,1,86,100,1.0,0.33
Rumah,"Tembalang, Semarang",2,1,1,68,36,1.0,0.335
Rumah,"Semarang Selatan, Semarang",2,1,1,71,36,1.0,0.335
Rumah,"Banyumanik, Semarang",2,1,1,72,36,1.0,0.335
Rumah,"Banyumanik, Semarang",2,1,1,79,36,1.0,0.335
Rumah,"Gunung Pati, Semarang",2,1,2,120,36,1.0,0.335
Rumah,"Mijen, Semarang",2,1,1,120,36,1.0,0.335
Rumah,"Gunung Pati, Semarang",2,1,1,120,36,1.0,0.335
Rumah,"Ngaliyan, Semarang",2,1,1,60,42,1.0,0.335
Rumah,"Semarang Timur, Semarang",2,1,1,78,48,1.0,0.335
Rumah,"Gayamsari, Semarang",2,1,1,60,60,1.0,0.335
Rumah,"Gunung Pati, Semarang",3,2,1,120,60,1.0,0.335
Rumah,"Tembalang, Semarang",2,1,1,72,65,1.0,0.335
Rumah,"Tembalang, Semarang",2,1,1,74,36,1.0,0.336
Rumah,"Tembalang, Semarang",2,1,1,60,36,1.0,0.34
Rumah,"Banyumanik, Semarang",2,1,1,66,36,1.0,0.34
Rumah,"Tembalang, Semarang",2,1,1,72,45,1.0,0.34
Rumah,"Pedurungan, Semarang",2,1,1,80,45,1.0,0.34
Rumah,"Pedurungan, Semarang",2,1,1,85,45,1.0,0.34
Rumah,"Gunung Pati, Semarang",2,1,1,120,49,1.0,0.34
Rumah,"Tembalang, Semarang",2,1,1,60,50,1.0,0.34
Rumah,"Pedurungan, Semarang",2,1,1,70,70,1.0,0.34
Rumah,"Ngaliyan, Semarang",3,2,1,60,90,1.0,0.34
Rumah,"Pedurungan, Semarang",2,1,1,90,90,1.0,0.34
Rumah,"Pedurungan, Semarang",2,1,1,85,45,1.0,0.341
Rumah,"Banyumanik, Semarang",2,1,1,66,36,1.0,0.345
Rumah,"Gunung Pati, Semarang",2,1,1,120,36,1.0,0.345
Rumah,"Gunung Pati, Semarang",2,1,2,120,36,1.0,0.345
Rumah,"Semarang Timur, Semarang",2,1,1,72,45,1.0,0.345
Rumah,"Gunung Pati, Semarang",2,1,2,120,45,1.0,0.345
Rumah,"Pedurungan, Semarang",3,1,1,77,77,1.0,0.345
Rumah,"Banyumanik, Semarang",2,1,1,68,43,1.0,0.349
Rumah,"Banyumanik, Semarang",2,1,1,43,68,1.0,0.349
Rumah,"Semarang Timur, Semarang",2,1,1,62,30,1.0,0.35
Rumah,"Semarang Timur, Semarang",2,1,1,65,30,1.0,0.35
Rumah,"Banyumanik, Semarang",3,1,1,60,35,1.0,0.35
Rumah,"Tembalang, Semarang",2,1,1,60,36,1.0,0.35
Rumah,"Tembalang, Semarang",2,1,2,60,36,1.0,0.35
Rumah,"Banyumanik, Semarang",2,1,1,61,36,1.0,0.35
Rumah,"Banyumanik, Semarang",2,1,1,66,36,1.0,0.35
Rumah,"Banyumanik, Semarang",2,1,1,70,36,1.0,0.35
Rumah,"Tembalang, Semarang",2,1,1,72,36,1.0,0.35
Rumah,"Gunung Pati, Semarang",2,1,1,120,36,1.0,0.35
Rumah,"Mijen, Semarang",2,1,1,126,36,1.0,0.35
Rumah,"Pedurungan, Semarang",2,1,1,71,38,1.0,0.35
Rumah,"Banyumanik, Semarang",2,1,1,91,38,1.0,0.35
Rumah,"Semarang Timur, Semarang",2,2,1,28,40,1.0,0.35
Rumah,"Banyumanik, Semarang",2,1,1,68,40,1.0,0.35
Rumah,"Gunung Pati, Semarang",2,1,2,120,40,1.0,0.35
Rumah,"Banyumanik, Semarang",2,1,1,66,41,1.0,0.35
Rumah,"Banyumanik, Semarang",2,1,1,60,42,1.0,0.35
Rumah,"Ngaliyan, Semarang",2,1,1,124,42,1.0,0.35
"Rumah
Featured","Banyumanik, Semarang",2,1,1,65,43,1.0,0.35
Rumah,"Banyumanik, Semarang",2,1,1,68,43,1.0,0.35
Rumah,"Mijen, Semarang",2,1,1,60,45,1.0,0.35
Rumah,"Banyumanik, Semarang",2,1,1,68,45,1.0,0.35
Rumah,"Gunung Pati, Semarang",2,1,1,120,45,1.0,0.35
Rumah,"Gunung Pati, Semarang",3,1,1,120,45,1.0,0.35
Rumah,"Pedurungan, Semarang",2,1,1,60,60,1.0,0.35
Rumah,"Ngaliyan, Semarang",2,1,1,60,60,1.0,0.35
Rumah,"Banyumanik, Semarang",3,2,1,60,60,1.0,0.35
Rumah,"Pedurungan, Semarang",2,1,1,82,60,1.0,0.35
Rumah,"Pedurungan, Semarang",2,1,1,62,62,1.0,0.35
Rumah,"Pedurungan, Semarang",2,1,1,63,63,1.0,0.35
Rumah,"Semarang Timur, Semarang",2,1,1,63,63,1.0,0.35
Rumah,"Genuk, Semarang",2,1,1,64,64,1.0,0.35
Rumah,"Genuk, Semarang",2,1,1,65,65,1.0,0.35
Rumah,"Tembalang, Semarang",3,1,1,72,65,1.0,0.35
Rumah,"Semarang Timur, Semarang",3,1,1,72,65,1.0,0.35
Rumah,"Gayamsari, Semarang",2,1,1,66,66,1.0,0.35
Rumah,"Banyumanik, Semarang",3,1,1,70,70,1.0,0.35
Rumah,"Gunung Pati, Semarang",2,1,1,72,70,1.0,0.35
Rumah,"Pedurungan, Semarang",3,1,1,72,70,1.0,0.35
Rumah,"Gunung Pati, Semarang",2,1,1,72,72,1.0,0.35
Rumah,"Ngaliyan, Semarang",2,1,1,72,72,1.0,0.35
Rumah,"Pedurungan, Semarang",2,1,1,72,72,1.0,0.35
Rumah,"Pedurungan, Semarang",3,1,1,90,72,1.0,0.35
Rumah,"Pedurungan, Semarang",3,1,1,96,72,1.0,0.35
Rumah,"Semarang Timur, Semarang",2,1,1,76,76,1.0,0.35
Rumah,"Ngaliyan, Semarang",2,1,1,89,80,1.0,0.35
Rumah,"Banyumanik, Semarang",2,1,1,84,84,1.0,0.35
Rumah,"Pedurungan, Semarang",3,1,1,60,90,1.0,0.35
"Rumah
Featured","Ngaliyan, Semarang",3,1,1,90,90,1.0,0.35
Rumah,"Semarang Selatan, Semarang",4,1,1,90,90,1.0,0.35
Rumah,"Semarang Tengah, Semarang",2,1,1,100,90,1.0,0.35
Rumah,"Banyumanik, Semarang",2,1,1,96,96,1.0,0.35
Rumah,"Ngaliyan, Semarang",2,1,1,139,100,1.0,0.35
Rumah,"Gunung Pati, Semarang",3,1,1,215,100,1.0,0.35
Rumah,"Genuk, Semarang",3,1,1,123,115,1.0,0.35
Rumah,"Mijen, Semarang",4,2,1,118,118,1.0,0.35
Rumah,"Ngaliyan, Semarang",3,1,1,130,120,1.0,0.35
Rumah,"Mijen, Semarang",3,1,2,130,130,1.0,0.35
Rumah,"Semarang Timur, Semarang",3,1,1,90,135,1.0,0.35
Rumah,"Pedurungan, Semarang",2,1,1,210,150,1.0,0.35
Rumah,"Gunung Pati, Semarang",3,1,1,80,160,1.0,0.35
Rumah,"Gunung Pati, Semarang",2,1,2,120,36,1.0,0.354
Rumah,"Gunung Pati, Semarang",2,1,1,120,36,1.0,0.354
Rumah,"Banyumanik, Semarang",2,1,1,60,36,1.0,0.355
Rumah,"Gunung Pati, Semarang",2,1,1,120,36,1.0,0.355
Rumah,"Semarang Timur, Semarang",2,1,2,73,41,1.0,0.355
Rumah,"Banyumanik, Semarang",2,1,1,42,60,1.0,0.355
Rumah,"Genuk, Semarang",2,1,1,80,80,1.0,0.355
Rumah,"Banyumanik, Semarang",3,2,1,98,98,1.0,0.355
Rumah,"Banyumanik, Semarang",2,2,1,105,105,1.0,0.358
Rumah,"Mijen, Semarang",2,1,1,120,36,1.0,0.359
Rumah,"Pedurungan, Semarang",2,1,1,72,36,1.0,0.36
Rumah,"Tembalang, Semarang",2,1,1,72,36,1.0,0.36
Rumah,"Gunung Pati, Semarang",2,1,1,94,36,1.0,0.36
Rumah,"Mijen, Semarang",2,1,1,120,36,1.0,0.36
Rumah,"Gunung Pati, Semarang",2,1,1,94,38,1.0,0.36
Rumah,"Banyumanik, Semarang",2,1,1,60,40,1.0,0.36
Rumah,"Genuk, Semarang",2,1,1,64,45,1.0,0.36
Rumah,"Tembalang, Semarang",2,1,1,72,45,1.0,0.36
Rumah,"Pedurungan, Semarang",2,1,1,78,47,1.0,0.36
Rumah,"Tembalang, Semarang",2,1,1,120,50,1.0,0.36
Rumah,"Pedurungan, Semarang",2,1,1,72,60,1.0,0.36
Rumah,"Pedurungan, Semarang",2,1,1,72,61,1.0,0.36
Rumah,"Genuk, Semarang",3,2,1,60,72,1.0,0.36
Rumah,"Tembalang, Semarang",2,1,1,72,72,1.0,0.36
Rumah,"Tembalang, Semarang",3,3,1,60,90,1.0,0.36
Rumah,"Gunung Pati, Semarang",2,1,1,38,98,1.0,0.36
Rumah,"Mijen, Semarang",2,1,1,120,43,1.0,0.361
Rumah,"Gunung Pati, Semarang",2,1,1,38,94,1.0,0.364
Rumah,"Tembalang, Semarang",2,1,1,75,35,1.0,0.365
Rumah,"Tembalang, Semarang",2,1,1,60,36,1.0,0.365
Rumah,"Gunung Pati, Semarang",2,1,1,98,36,1.0,0.365
Rumah,"Semarang Barat, Semarang",2,1,1,120,36,1.0,0.365
Rumah,"Ngaliyan, Semarang",2,1,1,120,36,1.0,0.365
Rumah,"Gunung Pati, Semarang",2,1,1,120,36,1.0,0.365
Rumah,"Mijen, Semarang",2,1,1,120,36,1.0,0.365
Rumah,"Gunung Pati, Semarang",2,1,1,94,38,1.0,0.365
Rumah,"Semarang Tengah, Semarang",7,7,1,95,38,1.0,0.365
Rumah,"Banyumanik, Semarang",2,1,1,60,40,1.0,0.365
Rumah,"Pedurungan, Semarang",2,1,1,74,45,1.0,0.365
Rumah,"Pedurungan, Semarang",2,1,1,75,45,1.0,0.365
Rumah,"Semarang Timur, Semarang",2,1,1,75,45,1.0,0.365
Rumah,"Semarang Timur, Semarang",2,1,1,75,50,1.0,0.365
Rumah,"Banyumanik, Semarang",2,1,1,36,60,1.0,0.365
Rumah,"Tembalang, Semarang",2,1,1,36,60,1.0,0.365
Rumah,"Banyumanik, Semarang",2,1,1,42,60,1.0,0.365
Rumah,"Semarang Timur, Semarang",2,1,1,72,60,1.0,0.365
Rumah,"Genuk, Semarang",2,1,1,78,78,1.0,0.365
Rumah,"Semarang Barat, Semarang",2,2,1,60,60,1.0,0.367
Rumah,"Banyumanik, Semarang",2,1,1,99,36,1.0,0.369
Rumah,"Ngaliyan, Semarang",2,1,2,120,36,1.0,0.37
Rumah,"Gunung Pati, Semarang",2,1,1,120,45,1.0,0.37
Rumah,"Tembalang, Semarang",2,1,1,120,50,1.0,0.37
Rumah,"Pedurungan, Semarang",2,1,1,78,60,1.0,0.37
Rumah,"Pedurungan, Semarang",2,1,1,90,60,1.0,0.37
Rumah,"Pedurungan, Semarang",4,3,1,118,90,1.0,0.37
Rumah,"Mijen, Semarang",2,2,1,99,99,1.0,0.37
Rumah,"Pedurungan, Semarang",5,1,1,125,125,1.0,0.37
Rumah,"Candisari, Semarang",2,1,1,60,36,1.0,0.375
Rumah,"Pedurungan, Semarang",2,1,1,60,36,1.0,0.375
Rumah,"Banyumanik, Semarang",2,1,1,63,36,1.0,0.375
Rumah,"Tembalang, Semarang",2,1,1,72,40,1.0,0.375
Rumah,"Gunung Pati, Semarang",2,1,1,88,40,1.0,0.375
Rumah,"Ngaliyan, Semarang",2,1,1,120,40,1.0,0.375
Rumah,"Pedurungan, Semarang",2,1,1,57,45,1.0,0.375
Rumah,"Pedurungan, Semarang",2,1,1,71,45,1.0,0.375
Rumah,"Tembalang, Semarang",2,1,1,72,45,1.0,0.375
Rumah,"Banyumanik, Semarang",2,2,1,72,45,1.0,0.375
Rumah,"Gunung Pati, Semarang",2,1,1,120,45,1.0,0.375
Rumah,"Gunung Pati, Semarang",2,1,1,120,49,1.0,0.375
Rumah,"Genuk, Semarang",2,1,1,65,50,1.0,0.375
Rumah,"Gunung Pati, Semarang",3,3,1,69,50,1.0,0.375
Rumah,"Banyumanik, Semarang",2,1,1,84,50,1.0,0.375
Rumah,"Gunung Pati, Semarang",2,1,1,120,50,1.0,0.375
Rumah,"Mijen, Semarang",2,1,1,126,54,1.0,0.375
Rumah,"Pedurungan, Semarang",2,1,1,91,58,1.0,0.375
Rumah,"Tembalang, Semarang",2,1,1,60,60,1.0,0.375
Rumah,"Ngaliyan, Semarang",3,1,1,60,60,1.0,0.375
Rumah,"Pedurungan, Semarang",2,1,1,75,60,1.0,0.375
Rumah,"Pedurungan, Semarang",2,1,1,83,60,1.0,0.375
Rumah,"Tembalang, Semarang",2,1,1,84,60,1.0,0.375
Rumah,"Banyumanik, Semarang",2,1,1,86,65,1.0,0.375
Rumah,"Pedurungan, Semarang",3,2,1,116,65,1.0,0.375
Rumah,"Pedurungan, Semarang",2,1,1,70,70,1.0,0.375
Rumah,"Pedurungan, Semarang",3,1,1,72,72,1.0,0.375
Rumah,"Mijen, Semarang",3,1,1,91,72,1.0,0.375
Rumah,"Mijen, Semarang",3,1,1,121,72,1.0,0.375
Rumah,"Semarang Timur, Semarang",3,1,1,77,77,1.0,0.375
Rumah,"Mijen, Semarang",2,1,1,80,80,1.0,0.375
Rumah,"Tembalang, Semarang",2,1,1,84,84,1.0,0.375
Rumah,"Ngaliyan, Semarang",5,2,1,65,90,1.0,0.375
Rumah,"Semarang Timur, Semarang",2,2,1,108,100,1.0,0.375
Rumah,"Banyumanik, Semarang",3,1,1,120,100,1.0,0.375
Rumah,"Tembalang, Semarang",2,1,1,90,45,1.0,0.377
Rumah,"Tembalang, Semarang",2,1,2,60,36,1.0,0.38
Rumah,"Pedurungan, Semarang",2,1,1,79,36,1.0,0.38
Rumah,"Semarang Timur, Semarang",2,1,1,105,36,1.0,0.38
Rumah,"Mijen, Semarang",2,1,1,120,36,1.0,0.38
Rumah,"Pedurungan, Semarang",2,1,1,84,40,1.0,0.38
Rumah,"Gunung Pati, Semarang",2,1,1,179,40,1.0,0.38
Rumah,"Banyumanik, Semarang",2,1,1,68,43,1.0,0.38
Rumah,"Banyumanik, Semarang",2,1,1,69,43,1.0,0.38
Rumah,"Banyumanik, Semarang",2,1,1,80,45,1.0,0.38
Rumah,"Gunung Pati, Semarang",2,1,1,120,45,1.0,0.38
Rumah,"Pedurungan, Semarang",2,1,1,65,50,1.0,0.38
Rumah,"Tembalang, Semarang",2,1,1,114,50,1.0,0.38
Rumah,"Pedurungan, Semarang",2,1,1,78,60,1.0,0.38
Rumah,"Ngaliyan, Semarang",3,2,1,141,60,1.0,0.38
Rumah,"Pedurungan, Semarang",3,1,1,65,65,1.0,0.38
Rumah,"Tembalang, Semarang",2,1,1,80,65,1.0,0.38
Rumah,"Mijen, Semarang",2,1,1,100,70,1.0,0.38
Rumah,"Gunung Pati, Semarang",2,1,1,130,70,1.0,0.38
Rumah,"Tembalang, Semarang",2,1,1,75,75,1.0,0.38
Rumah,"Mijen, Semarang",6,2,1,86,80,1.0,0.38
Rumah,"Pedurungan, Semarang",2,1,1,90,86,1.0,0.38
Rumah,"Semarang Timur, Semarang",8,5,1,400,600,1.0,0.38
Rumah,"Gunung Pati, Semarang",2,1,1,120,36,1.0,0.384
Rumah,"Banyumanik, Semarang",2,1,1,60,36,1.0,0.385
Rumah,"Tembalang, Semarang",2,1,1,66,36,1.0,0.385
Rumah,"Pedurungan, Semarang",2,1,1,82,36,1.0,0.385
Rumah,"Mijen, Semarang",2,1,1,120,36,1.0,0.385
Rumah,"Gunung Pati, Semarang",2,1,1,120,36,1.0,0.385
Rumah,"Gunung Pati, Semarang",2,1,2,120,38,1.0,0.385
Rumah,"Tembalang, Semarang",2,1,2,84,40,1.0,0.385
Rumah,"Tembalang, Semarang",2,1,1,82,45,1.0,0.385
Rumah,"Pedurungan, Semarang",2,1,1,83,45,1.0,0.385
Rumah,"Banyumanik, Semarang",2,1,1,85,45,1.0,0.385
Rumah,"Banyumanik, Semarang",3,2,1,86,45,1.0,0.385
Rumah,"Gunung Pati, Semarang",2,1,1,130,52,1.0,0.385
Rumah,"Pedurungan, Semarang",2,1,1,56,56,1.0,0.385
Rumah,"Banyumanik, Semarang",2,1,1,72,60,1.0,0.385
Rumah,"Semarang Utara, Semarang",3,1,1,68,68,1.0,0.385
Rumah,"Mijen, Semarang",2,1,1,72,72,1.0,0.385
Rumah,"Banyumanik, Semarang",2,1,1,72,72,1.0,0.385
Rumah,"Pedurungan, Semarang",2,1,1,82,75,1.0,0.385
Rumah,"Tembalang, Semarang",2,1,1,86,86,1.0,0.385
Rumah,"Tembalang, Semarang",3,2,1,86,86,1.0,0.385
Rumah,"Pedurungan, Semarang",3,2,1,65,93,1.0,0.385
Rumah,"Gunung Pati, Semarang",2,1,1,52,130,1.0,0.385
Rumah,"Semarang Timur, Semarang",2,1,1,65,36,1.0,0.39
Rumah,"Banyumanik, Semarang",2,1,1,68,43,1.0,0.39
Rumah,"Banyumanik, Semarang",2,1,1,73,45,1.0,0.39
Rumah,"Pedurungan, Semarang",2,1,1,84,45,1.0,0.39
Rumah,"Mijen, Semarang",2,1,1,72,54,1.0,0.39
Rumah,"Mijen, Semarang",3,2,1,95,60,1.0,0.39
Rumah,"Pedurungan, Semarang",2,1,1,65,65,1.0,0.39
Rumah,"Tembalang, Semarang",2,1,1,72,65,1.0,0.39
Rumah,"Semarang Timur, Semarang",4,2,1,67,67,1.0,0.39
Rumah,"Tembalang, Semarang",3,1,1,90,90,1.0,0.39
Rumah,"Gayamsari, Semarang",2,1,1,96,96,1.0,0.39
Rumah,"Pedurungan, Semarang",2,1,1,78,105,1.0,0.39
Rumah,"Gunung Pati, Semarang",3,1,1,130,130,1.0,0.39
Rumah,"Pedurungan, Semarang",2,1,1,61,36,1.0,0.395
Rumah,"Mijen, Semarang",2,1,1,120,44,1.0,0.395
Rumah,"Pedurungan, Semarang",2,1,1,72,45,1.0,0.395
Rumah,"Tembalang, Semarang",2,1,1,106,45,1.0,0.395
Rumah,"Gunung Pati, Semarang",2,1,1,120,45,1.0,0.395
Rumah,"Gunung Pati, Semarang",3,1,1,120,45,1.0,0.395
Rumah,"Mijen, Semarang",2,1,1,138,45,1.0,0.395
Rumah,"Mijen, Semarang",3,2,1,125,50,1.0,0.395
Rumah,"Banyumanik, Semarang",2,1,1,90,54,1.0,0.395
Rumah,"Genuk, Semarang",2,1,1,85,60,1.0,0.395
Rumah,"Gunung Pati, Semarang",4,2,1,91,60,1.0,0.395
Rumah,"Pedurungan, Semarang",3,1,1,65,65,1.0,0.395
Rumah,"Pedurungan, Semarang",3,1,1,96,72,1.0,0.395
Rumah,"Pedurungan, Semarang",2,1,1,90,90,1.0,0.395
Rumah,"Banyumanik, Semarang",2,1,1,105,105,1.0,0.395
Rumah,"Tembalang, Semarang",2,1,1,50,39,1.0,0.396
Rumah,"Pedurungan, Semarang",2,1,1,72,45,1.0,0.396
Rumah,"Semarang Timur, Semarang",2,1,1,72,45,1.0,0.396
Rumah,"Banyumanik, Semarang",2,1,1,64,36,1.0,0.399
Rumah,"Gunung Pati, Semarang",2,1,1,120,37,1.0,0.399
Rumah,"Pedurungan, Semarang",2,1,1,66,45,1.0,0.399
Rumah,"Pedurungan, Semarang",2,1,1,66,48,1.0,0.399
Rumah,"Semarang Timur, Semarang",2,1,1,64,55,1.0,0.399
Rumah,"Pedurungan, Semarang",2,1,1,48,66,1.0,0.399
Rumah,"Tembalang, Semarang",2,2,1,90,90,1.0,0.399
Rumah,"Ngaliyan, Semarang",2,1,1,78,29,1.0,0.4
Rumah,"Tembalang, Semarang",2,1,2,60,30,1.0,0.4
Rumah,"Tembalang, Semarang",2,1,1,65,30,1.0,0.4
"Rumah
Premier","Tembalang, Semarang",3,3,2,68,30,1.0,0.4
"Rumah
Premier","Tembalang, Semarang",2,1,2,61,31,1.0,0.4
Rumah,"Tembalang, Semarang",2,1,1,50,36,1.0,0.4
Rumah,"Tembalang, Semarang",2,1,1,72,36,1.0,0.4
Rumah,"Banyumanik, Semarang",2,1,1,72,36,1.0,0.4
Rumah,"Gunung Pati, Semarang",2,1,2,121,40,1.0,0.4
Rumah,"Semarang Barat, Semarang",2,1,1,65,45,1.0,0.4
Rumah,"Genuk, Semarang",2,1,1,70,45,1.0,0.4
Rumah,"Banyumanik, Semarang",2,1,1,71,45,1.0,0.4
Rumah,"Banyumanik, Semarang",2,1,1,73,45,1.0,0.4
Rumah,"Banyumanik, Semarang",2,1,1,74,45,1.0,0.4
Rumah,"Genuk, Semarang",2,1,1,91,45,1.0,0.4
Rumah,"Mijen, Semarang",2,1,1,120,45,1.0,0.4
Rumah,"Semarang Barat, Semarang",2,1,1,120,45,1.0,0.4
Rumah,"Ngaliyan, Semarang",2,1,1,120,45,1.0,0.4
Rumah,"Ngaliyan, Semarang",2,1,2,120,45,1.0,0.4
Rumah,"Semarang Barat, Semarang",2,1,2,120,45,1.0,0.4
Rumah,"Gunung Pati, Semarang",2,1,1,120,45,1.0,0.4
Rumah,"Gunung Pati, Semarang",2,1,2,121,45,1.0,0.4
Rumah,"Gunung Pati, Semarang",2,1,1,121,45,1.0,0.4
Rumah,"Tembalang, Semarang",3,1,2,85,46,1.0,0.4
Rumah,"Semarang Barat, Semarang",2,1,1,65,50,1.0,0.4
Rumah,"Tembalang, Semarang",2,1,1,69,50,1.0,0.4
Rumah,"Tembalang, Semarang",2,1,1,77,50,1.0,0.4
Rumah,"Mijen, Semarang",2,1,1,123,55,1.0,0.4
Rumah,"Ngaliyan, Semarang",2,1,1,127,55,1.0,0.4
Rumah,"Semarang Barat, Semarang",2,1,1,127,55,1.0,0.4
Rumah,"Mijen, Semarang",2,1,1,127,55,1.0,0.4
Rumah,"Semarang Barat, Semarang",2,1,2,127,55,1.0,0.4
Rumah,"Semarang Barat, Semarang",3,1,2,127,55,1.0,0.4
Rumah,"Ngaliyan, Semarang",3,1,2,127,55,1.0,0.4
Rumah,"Ngaliyan, Semarang",2,1,1,60,60,1.0,0.4
Rumah,"Pedurungan, Semarang",2,1,1,60,60,1.0,0.4
Rumah,"Tembalang, Semarang",2,1,1,72,60,1.0,0.4
Rumah,"Pedurungan, Semarang",2,1,1,77,60,1.0,0.4
Rumah,"Pedurungan, Semarang",2,1,1,78,60,1.0,0.4
Rumah,"Semarang Timur, Semarang",3,1,1,85,60,1.0,0.4
Rumah,"Genuk, Semarang",3,1,1,85,60,1.0,0.4
