Jenis_Rumah,Lokasi,KT,KM,Garasi,LT,LB,KPR_bulanan,Harga_New
Rumah,"Pedurungan, Semarang",2,1,1,80,40,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,71,42,2.0,0.65
Rumah,"Mijen, Semarang",2,1,1,120,42,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,70,45,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,1,1,78,45,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,78,45,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,1,1,88,45,2.0,0.65
Rumah,"Tembalang, Semarang",2,1,1,97,45,2.0,0.65
Rumah,"Semarang Barat, Semarang",2,1,1,120,45,2.0,0.65
Rumah,"Semarang Tengah, Semarang",2,1,2,122,45,2.0,0.65
Rumah,"Mijen, Semarang",2,1,1,123,45,2.0,0.65
Rumah,"Tembalang, Semarang",2,1,1,133,45,2.0,0.65
Rumah,"Gunung Pati, Semarang",2,1,2,140,45,2.0,0.65
Rumah,"Mijen, Semarang",2,1,1,120,47,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,72,50,2.0,0.65
"Rumah
Featured","Semarang Timur, Semarang",2,1,1,72,50,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,1,2,72,50,2.0,0.65
Rumah,"Gayamsari, Semarang",2,1,1,88,50,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,1,1,105,50,2.0,0.65
Rumah,"Gunung Pati, Semarang",2,1,1,105,50,2.0,0.65
Rumah,"Tembalang, Semarang",2,1,1,96,52,2.0,0.65
Rumah,"Tembalang, Semarang",2,1,1,96,53,2.0,0.65
Rumah,"Semarang Tengah, Semarang",6,3,1,75,54,2.0,0.65
Rumah,"Semarang Selatan, Semarang",6,3,1,75,54,2.0,0.65
Rumah,"Banyumanik, Semarang",2,1,1,79,54,2.0,0.65
Rumah,"Mijen, Semarang",3,2,1,120,55,2.0,0.65
Rumah,"Banyumanik, Semarang",2,1,1,84,56,2.0,0.65
Rumah,"Mijen, Semarang",2,1,1,60,60,2.0,0.65
Rumah,"Pedurungan, Semarang",3,2,2,60,60,2.0,0.65
Rumah,"Tembalang, Semarang",2,2,1,65,60,2.0,0.65
Rumah,"Semarang Timur, Semarang",3,2,2,68,60,2.0,0.65
Rumah,"Pedurungan, Semarang",3,2,2,68,60,2.0,0.65
Rumah,"Pedurungan, Semarang",3,2,2,74,60,2.0,0.65
Rumah,"Pedurungan, Semarang",3,2,2,75,60,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,84,60,2.0,0.65
Rumah,"Tembalang, Semarang",3,2,2,85,60,2.0,0.65
Rumah,"Gayamsari, Semarang",2,1,1,90,60,2.0,0.65
Rumah,"Tembalang, Semarang",2,1,1,98,60,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,1,1,120,60,2.0,0.65
"Rumah
Featured","Ngaliyan, Semarang",3,2,1,120,60,2.0,0.65
Rumah,"Banyumanik, Semarang",2,1,1,137,60,2.0,0.65
"Rumah
Featured","Ngaliyan, Semarang",2,2,1,137,60,2.0,0.65
Rumah,"Semarang Tengah, Semarang",2,1,1,72,65,2.0,0.65
Rumah,"Gayamsari, Semarang",2,1,1,90,65,2.0,0.65
Rumah,"Pedurungan, Semarang",2,2,2,90,65,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,1,1,96,65,2.0,0.65
Rumah,"Banyumanik, Semarang",3,2,1,100,65,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,108,65,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,1,1,115,65,2.0,0.65
Rumah,"Tembalang, Semarang",2,1,1,131,65,2.0,0.65
Rumah,"Candisari, Semarang",2,1,1,131,65,2.0,0.65
Rumah,"Mijen, Semarang",3,2,1,135,65,2.0,0.65
Rumah,"Semarang Timur, Semarang",3,1,1,83,70,2.0,0.65
Rumah,"Pedurungan, Semarang",3,1,1,83,70,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,90,70,2.0,0.65
Rumah,"Ngaliyan, Semarang",3,1,1,96,70,2.0,0.65
Rumah,"Tembalang, Semarang",2,1,1,97,70,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,3,1,101,70,2.0,0.65
Rumah,"Semarang Barat, Semarang",2,1,1,120,70,2.0,0.65
Rumah,"Gunung Pati, Semarang",3,2,1,120,70,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,130,70,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,1,1,144,70,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,1,1,146,70,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,160,70,2.0,0.65
Rumah,"Gunung Pati, Semarang",2,2,1,260,70,2.0,0.65
Rumah,"Gunung Pati, Semarang",3,2,1,120,71,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,72,72,2.0,0.65
Rumah,"Gayamsari, Semarang",2,1,1,72,72,2.0,0.65
Rumah,"Tembalang, Semarang",2,1,1,93,72,2.0,0.65
Rumah,"Banyumanik, Semarang",2,1,1,96,72,2.0,0.65
Rumah,"Gunung Pati, Semarang",3,2,2,120,72,2.0,0.65
Rumah,"Tembalang, Semarang",3,1,1,75,75,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,130,75,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,1,1,130,75,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,77,77,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,78,78,2.0,0.65
Rumah,"Ngaliyan, Semarang",5,1,1,65,80,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,80,80,2.0,0.65
Rumah,"Tembalang, Semarang",2,1,1,84,80,2.0,0.65
Rumah,"Gayamsari, Semarang",2,1,1,84,80,2.0,0.65
Rumah,"Pedurungan, Semarang",2,2,1,91,80,2.0,0.65
Rumah,"Semarang Tengah, Semarang",2,1,1,93,80,2.0,0.65
Rumah,"Ngaliyan, Semarang",4,2,1,96,80,2.0,0.65
Rumah,"Tembalang, Semarang",2,1,1,105,80,2.0,0.65
Rumah,"Mijen, Semarang",2,1,1,120,80,2.0,0.65
Rumah,"Semarang Selatan, Semarang",2,1,1,131,80,2.0,0.65
Rumah,"Ngaliyan, Semarang",3,2,1,120,82,2.0,0.65
Rumah,"Banyumanik, Semarang",3,1,1,84,84,2.0,0.65
Rumah,"Pedurungan, Semarang",4,2,1,84,84,2.0,0.65
Rumah,"Semarang Barat, Semarang",2,1,1,85,85,2.0,0.65
Rumah,"Semarang Timur, Semarang",3,1,1,98,85,2.0,0.65
Rumah,"Tembalang, Semarang",3,1,1,98,85,2.0,0.65
Rumah,"Tembalang, Semarang",2,2,1,111,85,2.0,0.65
Rumah,"Gunung Pati, Semarang",3,2,2,122,85,2.0,0.65
Rumah,"Gunung Pati, Semarang",3,2,1,128,86,2.0,0.65
Rumah,"Gunung Pati, Semarang",3,2,2,128,86,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,87,87,2.0,0.65
"Rumah
Premier","Pedurungan, Semarang",2,1,1,87,87,2.0,0.65
Rumah,"Semarang Barat, Semarang",2,2,1,87,87,2.0,0.65
Rumah,"Gunung Pati, Semarang",3,2,1,128,87,2.0,0.65
Rumah,"Semarang Utara, Semarang",3,2,1,100,88,2.0,0.65
Rumah,"Tembalang, Semarang",3,2,2,72,90,2.0,0.65
Rumah,"Tembalang, Semarang",3,2,1,72,90,2.0,0.65
Rumah,"Mijen, Semarang",2,2,1,90,90,2.0,0.65
Rumah,"Gunung Pati, Semarang",4,4,1,90,90,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,96,90,2.0,0.65
Rumah,"Semarang Utara, Semarang",3,1,1,100,90,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,107,90,2.0,0.65
Rumah,"Tembalang, Semarang",2,1,2,108,90,2.0,0.65
Rumah,"Semarang Barat, Semarang",2,1,1,112,90,2.0,0.65
Rumah,"Semarang Timur, Semarang",4,1,1,116,90,2.0,0.65
Rumah,"Banyumanik, Semarang",2,1,1,120,90,2.0,0.65
Rumah,"Gayamsari, Semarang",2,1,1,120,90,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,1,1,120,90,2.0,0.65
Rumah,"Gunung Pati, Semarang",3,2,1,120,90,2.0,0.65
Rumah,"Banyumanik, Semarang",3,2,1,120,90,2.0,0.65
Rumah,"Gunung Pati, Semarang",3,2,1,121,90,2.0,0.65
Rumah,"Semarang Barat, Semarang",2,2,2,140,90,2.0,0.65
Rumah,"Ngaliyan, Semarang",3,1,1,150,90,2.0,0.65
Rumah,"Tembalang, Semarang",3,1,1,150,90,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,92,92,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,93,93,2.0,0.65
Rumah,"Gayamsari, Semarang",3,1,1,116,95,2.0,0.65
Rumah,"Gunung Pati, Semarang",3,2,1,126,95,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,1,1,143,95,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,1,2,105,96,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,1,1,105,96,2.0,0.65
Rumah,"Pedurungan, Semarang",3,2,1,97,97,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,2,1,98,98,2.0,0.65
Rumah,"Banyumanik, Semarang",3,2,1,84,100,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,2,1,90,100,2.0,0.65
Rumah,"Semarang Utara, Semarang",2,1,1,100,100,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,1,1,107,100,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,107,100,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,108,100,2.0,0.65
Rumah,"Pedurungan, Semarang",3,2,2,108,100,2.0,0.65
Rumah,"Gayamsari, Semarang",4,1,1,116,100,2.0,0.65
Rumah,"Semarang Tengah, Semarang",2,1,1,117,100,2.0,0.65
Rumah,"Pedurungan, Semarang",5,2,1,119,100,2.0,0.65
Rumah,"Pedurungan, Semarang",5,5,1,119,100,2.0,0.65
Rumah,"Semarang Barat, Semarang",2,1,1,120,100,2.0,0.65
Rumah,"Pedurungan, Semarang",2,2,1,120,100,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,2,1,120,100,2.0,0.65
Rumah,"Ngaliyan, Semarang",3,2,1,120,100,2.0,0.65
Rumah,"Pedurungan, Semarang",2,2,1,125,100,2.0,0.65
Rumah,"Pedurungan, Semarang",3,2,1,140,100,2.0,0.65
Rumah,"Gunung Pati, Semarang",4,3,2,150,100,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,1,1,101,101,2.0,0.65
Rumah,"Pedurungan, Semarang",2,2,1,110,105,2.0,0.65
Rumah,"Semarang Barat, Semarang",3,2,1,119,105,2.0,0.65
Rumah,"Gajah Mungkur, Semarang",3,1,1,128,105,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,1,1,65,108,2.0,0.65
Rumah,"Semarang Barat, Semarang",3,1,1,98,108,2.0,0.65
Rumah,"Pedurungan, Semarang",2,2,1,125,110,2.0,0.65
Rumah,"Pedurungan, Semarang",3,1,1,130,110,2.0,0.65
Rumah,"Ngaliyan, Semarang",7,2,1,140,110,2.0,0.65
Rumah,"Pedurungan, Semarang",2,1,1,112,112,2.0,0.65
Rumah,"Semarang Barat, Semarang",2,1,2,112,112,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,1,1,112,112,2.0,0.65
Rumah,"Pedurungan, Semarang",3,2,1,125,115,2.0,0.65
Rumah,"Ngaliyan, Semarang",4,2,1,72,120,2.0,0.65
Rumah,"Semarang Barat, Semarang",4,2,1,72,120,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,2,1,90,120,2.0,0.65
Rumah,"Semarang Barat, Semarang",3,2,2,90,120,2.0,0.65
Rumah,"Semarang Selatan, Semarang",4,3,1,90,120,2.0,0.65
Rumah,"Semarang Barat, Semarang",3,2,1,100,120,2.0,0.65
Rumah,"Semarang Timur, Semarang",4,2,1,100,120,2.0,0.65
Rumah,"Semarang Utara, Semarang",3,2,1,120,120,2.0,0.65
Rumah,"Pedurungan, Semarang",4,2,1,120,120,2.0,0.65
Rumah,"Semarang Utara, Semarang",4,2,1,120,120,2.0,0.65
Rumah,"Tembalang, Semarang",5,2,1,126,120,2.0,0.65
Rumah,"Gayamsari, Semarang",3,2,1,136,120,2.0,0.65
Rumah,"Semarang Timur, Semarang",3,2,1,142,120,2.0,0.65
Rumah,"Semarang Utara, Semarang",2,2,1,144,120,2.0,0.65
Rumah,"Semarang Utara, Semarang",3,2,1,144,120,2.0,0.65
Rumah,"Banyumanik, Semarang",2,1,1,158,120,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,1,1,96,122,2.0,0.65
Rumah,"Pedurungan, Semarang",4,2,1,122,122,2.0,0.65
Rumah,"Semarang Barat, Semarang",3,1,1,123,123,2.0,0.65
Rumah,"Ngaliyan, Semarang",3,2,1,108,125,2.0,0.65
Rumah,"Ngaliyan, Semarang",4,2,1,108,125,2.0,0.65
Rumah,"Semarang Timur, Semarang",2,1,1,126,126,2.0,0.65
Rumah,"Semarang Barat, Semarang",2,1,1,129,129,2.0,0.65
Rumah,"Tembalang, Semarang",2,2,1,130,130,2.0,0.65
Rumah,"Semarang Barat, Semarang",2,2,1,108,135,2.0,0.65
Rumah,"Ngaliyan, Semarang",2,2,1,108,135,2.0,0.65
Rumah,"Ngaliyan, Semarang",4,2,1,108,135,2.0,0.65
Rumah,"Banyumanik, Semarang",3,2,1,165,135,2.0,0.65
Rumah,"Tembalang, Semarang",4,1,1,141,141,2.0,0.65
Rumah,"Pedurungan, Semarang",3,2,3,143,143,2.0,0.65
Rumah,"Semarang Timur, Semarang",5,3,1,257,145,2.0,0.65
Rumah,"Tembalang, Semarang",3,2,1,60,150,2.0,0.65
Rumah,"Tembalang, Semarang",4,3,1,120,150,2.0,0.65
Rumah,"Pedurungan, Semarang",3,2,1,130,150,2.0,0.65
Rumah,"Semarang Barat, Semarang",3,1,1,150,150,2.0,0.65
Rumah,"Semarang Timur, Semarang",5,3,1,150,150,2.0,0.65
Rumah,"Semarang Tengah, Semarang",4,2,1,186,150,2.0,0.65
Rumah,"Semarang Barat, Semarang",3,2,1,195,150,2.0,0.65
Rumah,"Ngaliyan, Semarang",5,1,1,200,150,2.0,0.65
Rumah,"Semarang Barat, Semarang",3,3,1,112,154,2.0,0.65
Rumah,"Tembalang, Semarang",3,1,1,155,155,2.0,0.65
Rumah,"Tembalang, Semarang",5,2,1,78,156,2.0,0.65
Rumah,"Banyumanik, Semarang",4,2,1,102,160,2.0,0.65
Rumah,"Banyumanik, Semarang",4,2,1,106,160,2.0,0.65
Rumah,"Banyumanik, Semarang",8,4,1,133,160,2.0,0.65
Rumah,"Semarang Timur, Semarang",3,1,1,130,165,2.0,0.65
Rumah,"Semarang Utara, Semarang",4,3,1,100,170,2.0,0.65
Rumah,"Semarang Timur, Semarang",3,2,1,112,170,2.0,0.65
Rumah,"Semarang Barat, Semarang",4,1,1,100,175,2.0,0.65
Rumah,"Tembalang, Semarang",4,4,1,120,176,2.0,0.65
Rumah,"Pedurungan, Semarang",5,3,1,90,180,2.0,0.65
Rumah,"Banyumanik, Semarang",3,2,1,108,180,2.0,0.65
Rumah,"Semarang Timur, Semarang",3,3,1,133,184,2.0,0.65
Rumah,"Banyumanik, Semarang",3,2,1,207,192,2.0,0.65
Rumah,"Gajah Mungkur, Semarang",5,2,1,230,200,2.0,0.65
Rumah,"Semarang Timur, Semarang",3,2,3,203,203,2.0,0.65
Rumah,"Ngaliyan, Semarang",3,2,1,415,210,2.0,0.65
Rumah,"Mijen, Semarang",4,5,2,173,250,2.0,0.65
Rumah,"Semarang Timur, Semarang",5,5,1,313,300,2.0,0.65
Rumah,"Semarang Timur, Semarang",5,3,1,313,313,2.0,0.65
Rumah,"Semarang Timur, Semarang",5,5,1,313,313,2.0,0.65
Rumah,"Mijen, Semarang",2,1,1,120,55,2.0,0.652
Rumah,"Pedurungan, Semarang",3,2,1,72,72,2.0,0.652
Rumah,"Pedurungan, Semarang",3,2,2,72,72,2.0,0.652
Rumah,"Pedurungan, Semarang",2,1,1,74,72,2.0,0.652
Rumah,"Gayamsari, Semarang",3,2,1,74,72,2.0,0.652
Rumah,"Pedurungan, Semarang",3,2,1,74,72,2.0,0.652
Rumah,"Semarang Timur, Semarang",3,2,1,74,72,2.0,0.652
Rumah,"Pedurungan, Semarang",3,2,2,74,72,2.0,0.652
Rumah,"Semarang Timur, Semarang",3,2,2,74,72,2.0,0.652
Rumah,"Pedurungan, Semarang",3,2,2,75,72,2.0,0.652
Rumah,"Pedurungan, Semarang",3,2,2,76,72,2.0,0.652
Rumah,"Pedurungan, Semarang",3,2,1,72,72,2.0,0.653
Rumah,"Pedurungan, Semarang",3,2,2,76,72,2.0,0.653
Rumah,"Ngaliyan, Semarang",2,1,1,132,42,2.0,0.655
Rumah,"Ngaliyan, Semarang",3,2,2,120,60,2.0,0.655
Rumah,"Semarang Timur, Semarang",3,2,1,89,65,2.0,0.655
Rumah,"Pedurungan, Semarang",3,1,1,176,150,2.0,0.655
Rumah,"Pedurungan, Semarang",3,2,1,176,160,2.0,0.655
Rumah,"Banyumanik, Semarang",3,2,2,144,54,2.0,0.66
Rumah,"Semarang Timur, Semarang",3,2,1,90,65,2.0,0.66
Rumah,"Pedurungan, Semarang",2,1,1,96,65,2.0,0.66
Rumah,"Pedurungan, Semarang",3,2,1,76,72,2.0,0.66
Rumah,"Tembalang, Semarang",3,2,1,99,99,2.0,0.66
Rumah,"Mijen, Semarang",2,2,1,132,132,2.0,0.66
Rumah,"Gunung Pati, Semarang",2,1,1,120,55,2.0,0.665
Rumah,"Tembalang, Semarang",3,2,1,104,60,2.0,0.665
Rumah,"Tembalang, Semarang",3,2,1,108,70,2.0,0.665
Rumah,"Pedurungan, Semarang",3,2,1,72,72,2.0,0.665
Rumah,"Tembalang, Semarang",2,2,2,104,75,2.0,0.665
Rumah,"Tembalang, Semarang",3,2,2,104,75,2.0,0.665
Rumah,"Tembalang, Semarang",3,2,1,104,75,2.0,0.665
Rumah,"Tembalang, Semarang",3,2,2,104,80,2.0,0.665
Rumah,"Tembalang, Semarang",3,2,1,104,120,2.0,0.665
Rumah,"Tembalang, Semarang",2,1,2,90,45,2.0,0.667
Rumah,"Mijen, Semarang",2,1,1,120,52,2.0,0.667
Rumah,"Semarang Barat, Semarang",2,1,1,120,48,2.0,0.67
Rumah,"Pedurungan, Semarang",2,1,1,77,49,2.0,0.67
Rumah,"Pedurungan, Semarang",3,2,1,74,60,2.0,0.67
Rumah,"Gunung Pati, Semarang",3,2,1,126,75,2.0,0.67
Rumah,"Semarang Timur, Semarang",3,1,2,100,80,2.0,0.67
Rumah,"Banyumanik, Semarang",3,1,1,101,80,2.0,0.67
Rumah,"Tembalang, Semarang",2,1,1,84,84,2.0,0.67
Rumah,"Ngaliyan, Semarang",2,1,1,98,90,2.0,0.67
Rumah,"Banyumanik, Semarang",3,3,1,66,98,2.0,0.67
Rumah,"Pedurungan, Semarang",3,2,2,88,62,2.0,0.671
Rumah,"Tembalang, Semarang",3,1,1,92,77,2.0,0.672
Rumah,"Pedurungan, Semarang",3,2,2,72,63,2.0,0.673
Rumah,"Tembalang, Semarang",3,2,2,67,75,2.0,0.673
Rumah,"Pedurungan, Semarang",3,2,2,75,63,2.0,0.674
Rumah,"Pedurungan, Semarang",3,2,2,78,63,2.0,0.674
Rumah,"Mijen, Semarang",2,1,1,120,34,2.0,0.675
Rumah,"Semarang Tengah, Semarang",3,1,1,72,45,2.0,0.675
Rumah,"Tembalang, Semarang",2,1,1,105,45,2.0,0.675
Rumah,"Ngaliyan, Semarang",2,1,1,126,45,2.0,0.675
Rumah,"Pedurungan, Semarang",2,1,1,75,50,2.0,0.675
Rumah,"Pedurungan, Semarang",2,2,1,75,50,2.0,0.675
Rumah,"Pedurungan, Semarang",2,1,1,77,50,2.0,0.675
Rumah,"Banyumanik, Semarang",2,2,1,111,52,2.0,0.675
Rumah,"Mijen, Semarang",2,1,1,120,54,2.0,0.675
Rumah,"Banyumanik, Semarang",2,2,1,80,60,2.0,0.675
Rumah,"Banyumanik, Semarang",3,2,1,80,60,2.0,0.675
Rumah,"Pedurungan, Semarang",3,2,1,73,63,2.0,0.675
Rumah,"Gayamsari, Semarang",2,1,1,84,70,2.0,0.675
Rumah,"Pedurungan, Semarang",3,2,1,117,70,2.0,0.675
Rumah,"Pedurungan, Semarang",2,1,1,120,70,2.0,0.675
Rumah,"Semarang Timur, Semarang",2,1,1,120,70,2.0,0.675
Rumah,"Pedurungan, Semarang",2,1,2,120,70,2.0,0.675
Rumah,"Banyumanik, Semarang",3,1,1,137,70,2.0,0.675
Rumah,"Banyumanik, Semarang",3,1,1,142,70,2.0,0.675
Rumah,"Candisari, Semarang",3,2,1,67,75,2.0,0.675
Rumah,"Pedurungan, Semarang",3,2,1,100,75,2.0,0.675
Rumah,"Tembalang, Semarang",2,2,1,60,80,2.0,0.675
Rumah,"Banyumanik, Semarang",3,2,1,80,80,2.0,0.675
Rumah,"Gunung Pati, Semarang",4,4,2,90,80,2.0,0.675
Rumah,"Semarang Tengah, Semarang",2,1,1,93,80,2.0,0.675
Rumah,"Semarang Tengah, Semarang",3,2,1,93,80,2.0,0.675
Rumah,"Gunung Pati, Semarang",2,1,1,120,80,2.0,0.675
Rumah,"Ngaliyan, Semarang",2,1,1,126,80,2.0,0.675
Rumah,"Ngaliyan, Semarang",2,1,1,176,80,2.0,0.675
Rumah,"Gayamsari, Semarang",2,1,1,84,84,2.0,0.675
Rumah,"Pedurungan, Semarang",2,1,1,112,85,2.0,0.675
Rumah,"Semarang Timur, Semarang",3,2,1,100,90,2.0,0.675
Rumah,"Pedurungan, Semarang",2,1,1,107,90,2.0,0.675
Rumah,"Mijen, Semarang",2,1,1,120,90,2.0,0.675
Rumah,"Tembalang, Semarang",2,2,1,135,90,2.0,0.675
Rumah,"Semarang Barat, Semarang",3,2,1,135,90,2.0,0.675
Rumah,"Semarang Barat, Semarang",2,1,1,120,100,2.0,0.675
Rumah,"Tembalang, Semarang",2,2,1,135,100,2.0,0.675
Rumah,"Semarang Barat, Semarang",3,2,1,135,100,2.0,0.675
Rumah,"Tembalang, Semarang",2,1,1,105,105,2.0,0.675
Rumah,"Semarang Utara, Semarang",5,3,1,100,120,2.0,0.675
Rumah,"Gunung Pati, Semarang",3,2,1,100,140,2.0,0.675
Rumah,"Gunung Pati, Semarang",3,2,1,146,146,2.0,0.675
Rumah,"Pedurungan, Semarang",4,2,2,180,180,2.0,0.675
Rumah,"Pedurungan, Semarang",4,2,1,122,200,2.0,0.675
Rumah,"Pedurungan, Semarang",4,3,1,120,215,2.0,0.675
Rumah,"Mijen, Semarang",2,1,1,123,52,2.0,0.678
Rumah,"Ngaliyan, Semarang",2,1,2,158,40,2.0,0.68
Rumah,"Pedurungan, Semarang",2,1,1,105,45,2.0,0.68
Rumah,"Gunung Pati, Semarang",2,1,2,120,80,2.0,0.68
Rumah,"Banyumanik, Semarang",4,2,1,85,92,2.0,0.68
Rumah,"Ngaliyan, Semarang",2,1,1,121,100,2.0,0.68
Rumah,"Semarang Tengah, Semarang",2,2,1,150,100,2.0,0.68
Rumah,"Banyumanik, Semarang",3,1,1,84,150,2.0,0.68
Rumah,"Ngaliyan, Semarang",3,2,1,218,218,2.0,0.68
Rumah,"Tembalang, Semarang",4,2,2,221,270,2.0,0.68
Rumah,"Ngaliyan, Semarang",2,1,1,124,45,2.0,0.685
Rumah,"Mijen, Semarang",2,1,1,123,55,2.0,0.685
Rumah,"Pedurungan, Semarang",3,2,2,84,62,2.0,0.685
Rumah,"Semarang Timur, Semarang",2,3,1,105,70,2.0,0.685
Rumah,"Gunung Pati, Semarang",2,1,2,120,70,2.0,0.685
Rumah,"Gunung Pati, Semarang",2,1,1,120,70,2.0,0.685
Rumah,"Gunung Pati, Semarang",2,1,2,120,80,2.0,0.685
Rumah,"Gunung Pati, Semarang",5,5,1,120,80,2.0,0.685
Rumah,"Ngaliyan, Semarang",2,2,1,120,120,2.0,0.685
Rumah,"Tembalang, Semarang",3,2,1,144,144,2.0,0.685
Rumah,"Semarang Timur, Semarang",4,3,1,150,150,2.0,0.685
Rumah,"Pedurungan, Semarang",4,2,1,127,160,2.0,0.685
Rumah,"Pedurungan, Semarang",4,3,1,127,160,2.0,0.685
Rumah,"Semarang Timur, Semarang",3,2,2,144,160,2.0,0.685
Rumah,"Pedurungan, Semarang",3,2,1,93,69,2.0,0.688
Rumah,"Tembalang, Semarang",2,1,1,75,36,2.0,0.689
Rumah,"Semarang Barat, Semarang",2,1,1,72,47,2.0,0.689
Rumah,"Semarang Barat, Semarang",2,1,1,84,50,2.0,0.69
Rumah,"Semarang Barat, Semarang",2,1,1,84,52,2.0,0.69
Rumah,"Gunung Pati, Semarang",2,1,1,120,60,2.0,0.69
Rumah,"Gunung Pati, Semarang",2,1,2,120,60,2.0,0.69
Rumah,"Pedurungan, Semarang",3,1,1,100,65,2.0,0.69
Rumah,"Semarang Barat, Semarang",2,2,1,101,70,2.0,0.69
Rumah,"Tembalang, Semarang",3,2,1,75,74,2.0,0.69
Rumah,"Gayamsari, Semarang",3,1,1,140,80,2.0,0.69
Rumah,"Pedurungan, Semarang",3,1,1,140,80,2.0,0.69
Rumah,"Semarang Timur, Semarang",2,1,1,90,90,2.0,0.69
Rumah,"Pedurungan, Semarang",2,1,1,90,90,2.0,0.69
Rumah,"Semarang Barat, Semarang",2,2,1,94,94,2.0,0.69
Rumah,"Gunung Pati, Semarang",5,2,1,94,94,2.0,0.69
Rumah,"Ngaliyan, Semarang",2,1,2,105,96,2.0,0.69
Rumah,"Gunung Pati, Semarang",2,1,1,120,100,2.0,0.69
Rumah,"Semarang Utara, Semarang",2,2,1,120,100,2.0,0.69
Rumah,"Semarang Timur, Semarang",3,2,1,128,128,2.0,0.69
Rumah,"Ngaliyan, Semarang",2,1,1,120,138,2.0,0.69
Rumah,"Mijen, Semarang",3,2,2,182,182,2.0,0.69
Rumah,"Mijen, Semarang",4,3,2,173,250,2.0,0.69
Rumah,"Mijen, Semarang",4,7,2,173,250,2.0,0.69
Rumah,"Tembalang, Semarang",3,2,2,72,72,2.0,0.693
Rumah,"Semarang Selatan, Semarang",2,1,1,90,36,2.0,0.695
Rumah,"Tembalang, Semarang",2,1,1,105,47,2.0,0.695
Rumah,"Tembalang, Semarang",3,2,1,70,60,2.0,0.695
Rumah,"Tembalang, Semarang",3,1,1,76,76,2.0,0.695
Rumah,"Gunung Pati, Semarang",2,1,1,120,80,2.0,0.695
Rumah,"Gunung Pati, Semarang",3,2,1,125,90,2.0,0.695
Rumah,"Tembalang, Semarang",3,1,1,163,100,2.0,0.695
Rumah,"Ngaliyan, Semarang",2,1,1,120,110,2.0,0.695
Rumah,"Mijen, Semarang",4,2,1,117,140,2.0,0.695
Rumah,"Banyumanik, Semarang",3,2,2,76,72,2.0,0.696
Rumah,"Gunung Pati, Semarang",3,2,1,125,90,2.0,0.696
Rumah,"Pedurungan, Semarang",3,2,2,84,62,2.0,0.697
Rumah,"Banyumanik, Semarang",3,1,1,72,75,2.0,0.697
Rumah,"Banyumanik, Semarang",3,2,1,72,75,2.0,0.697
Rumah,"Pedurungan, Semarang",2,2,1,93,69,2.0,0.698
Rumah,"Pedurungan, Semarang",3,2,1,93,69,2.0,0.698
Rumah,"Pedurungan, Semarang",3,2,1,102,90,2.0,0.698
Rumah,"Semarang Timur, Semarang",3,2,1,102,200,2.0,0.698
